title,content,date,category,url
Menhub Dudy Sebut WFA Bisa Kurangi Kepadatan Mudik Lebaran 2025,"JAKARTA, KOMPAS.com - Menteri Perhubungan (Menhub), Dudy Purwagandhi menilai kebijakan work from anywhere (WFA) atau bekerja dari mana saja dapat mengurai kepadatan arus lalu lintas saat mudik Lebaran 2025.
“Survei awal sebelum WFA, kami melihat terjadi lonjakan di H-3, dengan diberlakukan WFA, maka terjadi persebaran keberangkatan masyarakat,” kata Dudy saat Rapat Koordinasi Persiapan Angkutan Lebaran 2025 dengan kementerian, operator/stakeholder BUMN, serta swasta sektor transportasi, di Kantor Pusat Kementerian Perhubungan, Jakarta, Minggu (9/3/2025).
Baca juga:
Berdasarkan survei Badan Kebijakan Transportasi (BKT) Kementerian Perhubungan sebanyak dua kali, tanpa memasukkan kemungkinan penerapan WFA dan dengan memasukkan kemungkinan penerapan WFA, didapati hasil bahwa lonjakan pemudik saat WFA tidak sedrastis saat tidak diterapkan WFA.
“Tanpa WFA, pada H-3 terdapat 16,8 juta orang yang berpergian, sedangkan dengan WFA menjadi 12,1 juta orang,” kata Dudy.
Baca juga:
KOMPAS.COM/RASYID RIDHO Suasana di dermaga 1 Pelabuhan Merak, Cilegon, Banten saat arus mudik Lebaran 2024.
Adapun potensi moda transportasi utama yang dipilih masyarakat saat mudik Lebaran 2025 antara lain:
Dalam kesempatan yang sama, Menhub juga menekankan bahwa keselamatan pemudik adalah prioritas.
“Kita semua memiliki tanggung jawab yang besar untuk memastikan kelancaran, keamanan, kenyamanan, dan keselamatan. Kita adalah pengelola transportasi sehingga saya menekankan keselamatan menjadi prioritas dalam mempersiapkan segala sesuatu yang berkaitan dengan penyelenggaraan Angkutan Lebaran tahun ini,” jelas Dudy.
Baca juga:
Maka dari itu, untuk menjamin kelancaran, keselamatan, peningkatan kualitas pelayanan, layanan yang memadai, serta optimalisasi distribusi penumpang ke berbagai tujuan, ia meminta dilakukan koordinasi dan kerja sama antar-pemangku kepentingan.
Termasuk dalam hal ini peningkatan keselamatan dan keamanan angkutan lebaran, penyediaan informasi mudik dan sosialisasi keselamatan, serta penyediaan data traffic, CCTV, dan mudik gratis.
“Kemenhub melakukan rangkaian kegiatan koordinasi di tingkat pusat dan daerah, juga dengan stakeholder pelaksana angkutan Lebaran. Angkutan Lebaran 2025 merupakan salah satu kegiatan strategis Kemenhub yang menjadi tolok ukur keberhasilan sektor transportasi. Memberi pelayanan terbaik bagi masyarakat menjadi prioritas Kemenhub,” terangnya.
A post shared by Kompas Travel (@kompas.travel)",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/142306627/menhub-dudy-sebut-wfa-bisa-kurangi-kepadatan-mudik-lebaran-2025
Kemenhub: Indonesia Airlines Belum Ajukan Izin Pendirian Maskapai Baru,"KOMPAS.com – Direktorat Jenderal Perhubungan Udara Kementerian Perhubungan (Kemenhub) menegaskan, saat ini belum ada pengajuan perizinan maskapai baru Indonesia Airlines.
“Direktorat Jenderal Perhubungan Udara Kementerian Perhubungan belum menerima pengajuan perizinan ataupun permohonan terkait pendirian dan operasional perusahaan angkutan udara niaga berjadwal tersebut,” kata Plt. Kepala Bagian Kerja Sama Internasional, Humas, dan Umum Direktorat Jenderal Perhubungan Udara Mokhammad Khusnu dihubungi Kompas.com, Senin (10/3/2025).
Ia menyebut, setiap badan usaha yang akan menjalankan kegiatan angkutan udara niaga berjadwal di Indonesia, wajib memiliki Sertifikat Standar Angkutan Udara Niaga Berjadwal dan Sertifikat Operator Pesawat Udara/ AOC (Air Operator Certificate).
Baca juga: Garuda Indonesia Masuk Daftar 25 Maskapai Penerbangan Terbaik Dunia Versi AirlineRatings
Hal ini sesuai dengan Peraturan Menteri Perhubungan Nomor PM 35 Tahun 2021 tentang Penyelenggaraan Angkutan Udara.
Sesuai aturan itu, AOC seharusnya dikeluarkan oleh Direktorat Jenderal Perhubungan Udara setelah seluruh persyaratan administratif, teknis, dan operasional terpenuhi.
Khusnu menyebut, Dirjen Perhubungan Udara Kemenhub berkomitmen untuk memastikan bahwa seluruh operasional maskapai penerbangan di Indonesia memenuhi ketentuan regulasi.
Hal ini demi menjamin keselamatan, keamanan, dan kenyamanan penerbangan.
“Direktorat Jenderal Perhubungan Udara akan menyampaikan informasi terbaru apabila terdapat perkembangan lebih lanjut terkait dengan berita dimaksud,”ujar dia.

Baca juga: Pria Indonesia Bakal Diadili karena Pamer Alat Vital ke Pramugari Saat Naik Pesawat ke Singapura
Dok. Indonesia Airlines Potret CEO Indonesia Airlines, Iskandar pemilik maskapai PT Indonesia Airlines Group yang resmi beroperasi di Indonesia
Diberitakan sebelumnya, Indonesia bakal kedatangan maskapai baru Indonesia Airlines paling lama di semester pertama tahun 2025.
Indonesia Airlines dikabarkan sebagai bagian dari Calypte Holding Pte Ltd.
Calypte Holding Pte Ltd sendiri merupakan perusahaan pengembang energi terbarukan, penerbangan, dan pertanian yang berkantor pusat di Singapura.
Indonesia Airlines disebut akan berbasis di Bandara Internasional Soekarno-Hatta, Tangerang, Banten, serta berfokus pada penerbangan internasional.
Baca juga: Indonesia Airlines, Pemilik Orang Indonesia tapi Berkantor Pusat di Singapura",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/140000127/kemenhub--indonesia-airlines-belum-ajukan-izin-pendirian-maskapai-baru
Pria Indonesia Bakal Diadili karena Pamer Alat Vital ke Pramugari Saat Naik Pesawat ke Singapura,"KOMPAS.com - Seorang warga Indonesia akan diadili pada Rabu (12/3/2025) karena aksi tak senonoh tunjukkan alat kelamin ke pramugari.
Polisi dalam rilisnya Sabtu (8/3/2025) menyebut, insiden terjadi pada tanggal 23 Januari 2025 saat penerbangan pesawat menuju Singapura.
Dikutip dari StraitTimes, tidak disebutkan maskapai apa yang dinaiki pria itu, atau dari mana pesawat itu berangkat.
Baca juga: Kaget, Turis Asal Australia Ini Terpaksa Duduk di Samping Mayat Saat Terbang ke Doha
Dikutip dari ChanelNewsAsia, pramugari, awalnya hendak menyajikan makanan, namun ia terkejut saat tiba-tiba pria 23 tahun itu melakukan aksi tak senonoh.
Pria Indonesia itu diduga membuka reseleting celananya lalu menunjukkan alat vitalnya saat berada di tempat duduknya.
Ia melakukan aksinya sembari merekam melalui kamera ponsel yang disembunyikan di balik selimut.
Setelah menyadari aksi tak senonoh pria itu, pramugari tersebut segera berlalu dan melapor ke atasan.
Baca juga: 3 Turis Asing Kena Blacklist Gunung Rinjani, Nekat Mendaki Ilegal
Freepik Ilustrasi pelecehan seksual.
Pria Indonesia itu ditangkap oleh polisi setelah pesawat mendarat di Bandara Changi, Singapura.
Polisi menyita ponsel pria tersebut untuk dilakukan penyelidikan lebih lanjut.
Ia didakwa atas tuduhan pelecehan seksual dan akan diadili pada tanggal 12 Maret 2025.
Jika terbukti bersalah, pria Indonesia ini tercancam hukuman satu tahun penjara, dan harus membayar denda.
""Polisi mengambil sikap tegas terhadap pelaku kejahatan seksual yang melakukan tindakan tidak senonoh yang menimbulkan rasa takut, cemas, dan pelecehan terhadap orang lain, baik di dalam pesawat maupun di tempat umum,"" kata polisi.
Baca juga: Indonesia Airlines, Pemilik Orang Indonesia tapi Berkantor Pusat di Singapura
",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/130500027/pria-indonesia-bakal-diadili-karena-pamer-alat-vital-ke-pramugari-saat-naik
"Dibuka Pukul 16.00, Ini Cara Daftar Mudik Gratis Kemenhub via Aplikasi MitraDarat","KOMPAS.com - Masyarakat dapat mendaftar Program Mudik Gratis dari Kementerian Perhubungan (Kemenhub) mulai hari ini Senin (10/3/2025) pukul 16.00 WIB.
Program Mudik Gratis Kemenhub 2025 akan dibuka mulai 10 Maret hingga 23 Maret 2025.
Kuota dibuka secara bertahap setiap hari mulai pukul 08.00 WIB dan akan ditutup jika kuota sudah terpenuhi.
Terdapat 31 kota tujuan arus mudik, 9 kota asal arus balik, dan 5 kota arus mudik dan balik dengan sepeda motor.
Lantas, bagaimana cara daftar Mudik Gratis Kemenhub 2025?
Baca juga: 33,69 Juta Orang Diprediksi Pilih Pakai Mobil Pribadi Buat Mudik Lebaran 2025
Dikutip dari Instagram resmi Kemenhub @kemenhub151 cara pendaftaran Mudik Gratis Kemenhub 2025 yakni sebagai berikut:
Baca juga: Mudik Gratis Motor Lebaran 2025, Kuota 7.424 Motor dan 16.960 Penumpang
Google PlayStore Tampilan aplikasi MitraDarat Kemenhub. Diambil Senin (10/3/2025)Setelah download aplikasi MitraDarat, calon peserta Mudik Gratis Kemenhub bisa menentukan lokasi tujuan mudik.
Selengkapnya, berikut cara daftar Mudik Gratis Kemenhub lewat aplikasi MitraDarat:
Baca juga: Jadwal Keberangkatan Whoosh Mepet Maghrib Jadi Favorit Saat Ramadhan
Peserta Mudik Gratis Kemenhub 2025 harus melakukan registrasi ulang setelah melakukan pendaftaran.
Registrasi ulang bisa dilakukan setiap hari Senin-Minggu pukul 08.00 – 16.00 WIB.
Sejumlah lokasi registrasi ulang peserta Mudik Gratis Kemenhub 2025 yakni sebagai berikut:
Calon peserta Mudik Gratis 2025 harus memenuhi syarat pendaftaran sebagai berikut:
Baca juga: Mudik Gratis Motor Lebaran 2025, Kuota 7.424 Motor dan 16.960 Penumpang
",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/123000327/dibuka-pukul-1600-ini-cara-daftar-mudik-gratis-kemenhub-via-aplikasi
Wamenpar Petakan Wisata Bali Timur untuk Pemerataan Pariwisata Pulau Dewata,"KOMPAS.com – Wakil Menteri Pariwisata (Wamenpar) Ni Luh Puspa melakukan kunjungan kerja ke beberapa tempat wisata di Bali timur, seperti Samsara Living Museum, Tirta Gangga, Puri Agung Karangasem, dan Desa Wisata Tenganan Pegringsingan.
Kunjungan ini bertujuan untuk memetakan potensi wisata serta mempercepat pemerataan pariwisata di Bali.
Dalam kunjungannya, Ni Luh Puspa meninjau langsung bagaimana wisata di Karangasem dapat berkontribusi dalam meningkatkan nilai ekonomi daerah melalui aktivitas wisata yang ditawarkan.
Baca juga: Bali Dinobatkan sebagai The Best Island di Asia Pasifik oleh DestinAsian
Ia juga berdiskusi dengan pengelola wisata dan pemerintah daerah untuk mengidentifikasi kekuatan serta tantangan yang dihadapi oleh destinasi wisata tersebut.
Wamenpar berpendapat, pengembangan wisata di Bali tidak boleh hanya berfokus di bagian selatan
“Saya melihat bahwa pengembangan wisata di Bali tidak hanya harus berfokus di Bali Selatan, tetapi juga harus memperkuat wilayah timur dan utara,” ujar Ni Luh Puspa dalam rilis yang Kompas.com terima, Minggu (9/3/2025).
A post shared by Kompas.com (@kompascom)
Ia menegaskan bahwa Karangasem memiliki potensi besar untuk dikembangkan sebagai destinasi wisata unggulan yang menonjolkan kekayaan alam, budaya, serta adat istiadat yang masih terjaga dengan baik.
“Banyak hal yang harus kita kerja samakan dengan Bupati yang baru terpilih, yang memiliki visi besar untuk memajukan pariwisata,"" sambung dia.
Saat berkunjung ke Samsara Living Museum, Wamenpar Ni Luh Puspa menjajal berbagai aktivitas wisata yang tersedia, seperti Pratiti Reading, pembuatan kue tradisional Lak-lak, jamu, serta penulisan sastra menggunakan daun lontar.
Baca juga: Petualangan Seru di Bali, Menjelajah Alam dengan ATV Adventure di Ubud
Sementara itu, di Puri Agung Karangasem, ia berdiskusi dengan pemerintah daerah serta pengelola wisata terkait kendala dan tantangan yang dihadapi dalam pengelolaan destinasi.
Di Desa Wisata Tenganan Pegringsingan, Wamenpar mengamati langsung bagaimana masyarakat setempat mengelola potensi wisata tanpa mengesampingkan budaya dan kearifan lokal.
Dok. KEMENPAR Wakil Menteri Pariwisata (Wamenpar) Ni Luh Puspa saat berdialog dengan peserta Lomba Pidato dengan bahasa Bali di Samsara Living Museum, Karangasem, Bali Timur, Sabtu (8/3/2025).
“Desa Wisata Tenganan Pegringsingan di Karangasem menjadi contoh bagaimana pariwisata dapat berjalan selaras dengan alam, penduduk lokal, serta tetap mempertahankan adat dan budaya. Hal ini patut dicontoh dan direplikasi di daerah lain,” katanya.
Bupati Karangasem, I Gusti Putu Parwata (Gus Par), menyambut baik kunjungan Wamenpar Ni Luh Puspa dan berharap pemerataan pariwisata dapat segera terwujud sehingga Karangasem dapat menarik lebih banyak wisatawan.
Baca juga: Saudia Airlines Buka Rute Jeddah-Bali via Singapura, mulai Rp 8,8 Juta
“Ini merupakan angin segar bagi kami, karena Karangasem memiliki potensi pariwisata yang sangat besar untuk dikembangkan. Kami juga akan segera berkoordinasi dengan pemerintah pusat terkait pengembangan pariwisata di Karangasem,” ujar Gus Par.",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/120100627/wamenpar-petakan-wisata-bali-timur-untuk-pemerataan-pariwisata-pulau-dewata
"33,69 Juta Orang Diprediksi Pilih Pakai Mobil Pribadi Buat Mudik Lebaran 2025","KOMPAS.com - Menteri Perhubungan Dudy Purwagandhi menyebut, mobil pribadi diprediksi jadi moda transportasi favorit para pemudik pada Lebaran 2025.
Hal itu disampaikan Menhub Dudy saat memimpin Rapat Koordinasi Persiapan Angkutan Lebaran 2025, di Kantor Pusat Kementerian Perhubungan, Jakarta, Minggu (9/3/2025)
Menurut Dudy, diprediksi, 23 persen pemudik atau sekitar 33,69 juta orang akan memilih mobil pribadi sebagai kendaraan mudik.
Baca juga: Mudik Gratis Motor Lebaran 2025, Kuota 7.424 Motor dan 16.960 Penumpang
Selain mobil pribadi, masyarakat juga cenderung memilih bus dan kereta api sebagai pilihan moda transportasi.
Berikut ini, urutan transportasi favorit para pemudik menurut Kemenhub:
Baca juga: Mudik Gratis Kemenhub Lebaran 2025, Ada 520 Bus
Menhub menekankan, keselamatan pemudik adalah prioritas. Menurut dia, semua pihak bertanggung jawab untuk memastikan kelancaran, keamanan, kenyamanan, dan keselamatan.
“Kita adalah pengelola transportasi sehingga saya menekankan keselamatan menjadi prioritas dalam mempersiapkan segala sesuatu yang berkaitan dengan penyelenggaraan Angkutan Lebaran tahun ini,” ujar Menhub Dudy.
Guna menjamin kelancaran mudik kali ini, Menhub meminta adanya koordinasi dan kerja sama stakeholder, hingga penyediaan data traffic, CCTV, dan mudik gratis.
Baca juga: Mudik Gratis Jasa Marga 2025, Catat Syarat dan Rutenya
Ia juga meminta adanya peningkatan keselamatan dan keamanan angkutan lebaran.
“Angkutan Lebaran 2025 merupakan salah satu kegiatan strategis Kemenhub yang menjadi tolok ukur keberhasilan sektor transportasi. Memberi pelayanan terbaik bagi masyarakat menjadi prioritas Kemenhub,” kata dia.",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/110000927/33-69-juta-orang-diprediksi-pilih-pakai-mobil-pribadi-buat-mudik-lebaran-2025
"Mudik Gratis Motor Lebaran 2025, Kuota 7.424 Motor dan 16.960 Penumpang","KOMPAS.com - Kementerian Perhubungan melalui Direktorat Jenderal Perkeretaapian (DJKA) menyediakan 7.424 kuota motor dan 16.960 kuota penumpang untuk program Motor Gratis (Motis) 2025.
“Program Motis ini merupakan program yang secara rutin kami selenggarakan sebagai bentuk dukungan dan kehadiran pemerintah untuk masyarakat yang akan melaksanakan mudik pada Hari Raya Idul Fitri dengan lebih murah, aman, nyaman dan selamat,” kata Direktur Jenderal Perkeretaapian, Risal Wasal di kantor pusat Kementerian Perhubungan pada Jumat (7/3/2025).
Baca juga: Mudik Gratis Kemenhub Lebaran 2025, Ada 520 Bus
Untuk diketahui, Motis merupakan salah satu bagian dari beberapa program mudik gratis yang diselenggarakan Kementerian Perhubungan.
Selain memberikan kemudahan mudik secara gratis menggunakan kereta api, program ini sekaligus juga mendorong masyarakat untuk tidak menggendarai sepeda motor untuk mudik.
Pendaftaran Motis 2025 dibuka mulai 8 Maret hingga 7 April 2025, dan pelaksanaannya akan dilakukan selama delapan hari.
Baca juga: KAI Siapkan 3.464 Angkutan untuk Periode Mudik Lebaran 2025
KOMPAS.COM/DOK PT KAI DAOP 5 PURWOKERTO KA motis Lebaran 2023 di Stasiun Purwokerto, Jawa Tengah.
Keberangkatan saat arus mudik dimulai pada 26-29 Maret 2025, sementara keberangkatan saat arus balik dimulai pada 4-6 April 2025.
“Tahun ini kami membuka dua rute utama layanan Motis, yaitu Lintas Utara dan Lintas Tengah,” kata Risal.
Pada Lintas Utara mencakup rute Jakarta Gudang – Pasarsenen (penumpang) –Bekasi (penumpang) - Cirebon Prujakan – Tegal – Pekalongan – Semarang Tawang.
Sementara itu, Lintas Tengah meliputi rute Jakarta Gudang – Pasarsenen (penumpang) – Cirebon Prujakan – Kroya – Gombong – Kebumen – Kutoarjo – Lempuyangan.
Baca juga:
Risal juga menjelaskan, kuota harian Motis untuk Lintas Utara ada sebanyak 232 unit sepeda motor dan 530 penumpang. Sedangkan untuk Lintas Tengah terdapat kuota 696 unit sepeda motor per hari dan 1.590 penumpang per hari.
Pendaftaran program Motis dapat dilakukan secara daring melalui website nusantara.kemenhub.go.id atau langsung dilakukan di Stasiun Bekasi, Stasiun Depok Baru, Stasiun Tangerang dan Stasiun Cibinong.
“Nantinya, program Motis ini akan menggunakan kereta api kelas ekonomi dengan skema Kewajiban Pelayanan Publik (Public Service Obligation/PSO) sebagai bentuk dukungan serta kehadiran negara dalam mendukung akses transportasi bagi seluruh lapisan masyarakat,” katanya.
Baca juga: Mudik Gratis 2025 dari Pemprov DKI Jakarta, Ada 22.403 Kursi
Dok. DJKA Program Motis DJKA Kemenhub
Diharapkan, tambahnya, dengan adanya subsidi ini dapat mengakomodir kebutuhan mobilitas masyarakat yang dapat diakses dengan mudah, aman, dan nyaman.
Adapun persyaratan yang perlu dilengkapi saat pendaftaran Motis Angkutan Lebaran 2025 yakni: setiap calon pendaftar wajib memiliki KTP, SIM, STNK yang masih berlaku dan motor dengan kapasitas besaran < 200 cc.
Sebagai bagian dari layanan ini, setiap pengiriman satu unit sepeda motor akan mendapatkan fasilitas dua tiket penumpang kereta api serta satu tiket infant bagi anak berusia di bawah tiga tahun.
Risal mengatakan bahwa Program Motis Angkutan Lebaran ini merupakan wujud nyata komitmen pemerintah dalam mendukung penyelenggaraan Angkutan Lebaran 2025.
Baca juga: Mudik Gratis ke Semarang 2025 dari KAI, Ini Syarat dan Jadwalnya
Selain itu, program ini juga bertujuan untuk mengurangi kepadatan lalu lintas serta meningkatkan keselamatan pemudik khususnya bagi yang menggunakan sepeda motor.
“Tentunya kami mengajak masyarakat agar dapat memanfaatkan program Motis ini karena selain menawarkan layanan mudik secara gratis, juga dapat meningkatkan keselamatan, keamanan serta kenyamanan pada saat melaksanakan perjalanan mudik, sehingga perayaan hari Lebaran bersama keluarga besar di kampung halaman nanti dapat dinikmati secara maksimal,” pungkas Risal.",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/082001627/mudik-gratis-motor-lebaran-2025-kuota-7424-motor-dan-16960-penumpang
"Diskon Tol Trans-Jawa 20 Persen pada Lebaran 2025, Ini Tanggalnya","KOMPAS.com - PT Jasa Marga Tbk memberikan diskon tarif tol Trans-Jawa sebesar 20 persen selama periode arus mudik dan arus balik Lebaran 2025.
Diskon ini berlaku untuk semua golongan kendaraan yang melintas dari Jakarta menuju Semarang saat arus mudik dan dari Semarang menuju Jakarta saat arus balik.
Kebijakan ini bertujuan untuk menghindari kepadatan kendaraan pada tanggal tertentu yang diprediksi sebagai puncak arus mudik dan balik Lebaran Idul Fitri 1446 Hijriah.
Baca juga: Jalan Tol Baru Akan Dioperasikan pada Periode Lebaran 2025, Tarif Gratis
Berdasarkan informasi resmi, diskon tarif tol akan berlaku pada:
Diskon ini hanya berlaku untuk perjalanan menerus dari Jakarta (GT Cikampek Utara) ke Semarang (GT Kalikangkung) dan sebaliknya.
Namun, pengguna tol harus memastikan saldo e-toll cukup karena potongan tarif tidak berlaku jika saldo tidak mencukupi.
A post shared by Kompas.com (@kompascom)
Potongan tarif tol 20 persen ini berlaku pada jalan tol yang dikelola oleh Jasa Marga Group, di antaranya:
Jalan Tol Jakarta-Cikampek & Jalan Layang MBZ
Baca juga: Tak Hanya Tiket Pesawat, Pemerintah Beri Diskon Tarif Tol 20 Persen untuk Lebaran 2025
Jasa Marga juga menambah berbagai fasilitas di rest area, seperti:
Dok. Jasa Marga Ilustrasi GT Kalikangkung. Diskon tarif tol Trans Jawa dari Semarang ke Jakarta. Diskon tol dari Semarang ke Jakarta Rp 391.050. Diskon tol Trans Jawa Semarang-Jakarta.",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/070700927/diskon-tol-trans-jawa-20-persen-pada-lebaran-2025-ini-tanggalnya
"Mudik Gratis Kemenhub Lebaran 2025, Ada 520 Bus","KOMPAS.com - Dalam rangka mendukung kelancaran arus mudik Lebaran 2025, Kementerian Perhubungan melalui Direktorat Jenderal Perhubungan Darat menyiapkan 520 unit bus untuk program mudik gratis moda darat.
Program ini menyediakan total 21.536 kuota bagi pemudik yang ingin pulang kampung dan kembali ke kota asalnya secara gratis.
Pelaksana Tugas (Plt) Direktur Jenderal Perhubungan Darat Kemenhub Ahmad Yani menyampaikan, mudik gratis ini mencakup 31 kota tujuan dan 9 kota arus balik yang tersebar di wilayah Sumatera, Jawa Barat, Jawa Tengah, dan Jawa Timur.
Baca juga: KAI Siapkan 3.464 Angkutan untuk Periode Mudik Lebaran 2025
Berikut daftar kota tujuan mudik gratis:
Sementara untuk kota asal arus balik meliputi Palembang, Cirebon, Semarang, Solo, Purwokerto, Wonogiri, Yogyakarta, Madiun, dan Surabaya.
Pendaftaran dan Jadwal Keberangkatan Pendaftaran program mudik gratis ini dibuka mulai 10 Maret pukul 16.00 WIB hingga 23 Maret 2025.
A post shared by Kompas.com (@kompascom)
Kuota akan dibuka secara bertahap setiap hari pukul 08.00 WIB hingga terpenuhi. Pendaftaran dilakukan secara online melalui laman resmi: https://nusantara.kemenhub.go.id.
Pemberangkatan penumpang akan dilakukan dari lima terminal utama:
Untuk arus balik, pemberangkatan akan dilakukan pada 5 April 2025 dari sembilan terminal di kota asal.
Selain program mudik penumpang, Ditjen Hubdat juga menyediakan fasilitas pengangkutan sepeda motor gratis dengan kuota 300 unit.
Baca juga: PT KAI Prediksi Puncak Arus Mudik H-3 Lebaran 2025, Kapan Arus Balik?
Pengangkutan sepeda motor ini melayani rute Semarang, Solo, Purwokerto, Wonogiri, dan Yogyakarta.
Penyerahan sepeda motor untuk arus mudik dijadwalkan pada 25 Maret 2025 di Terminal Tipe A Pondok Cabe, Tangerang Selatan. Pemberangkatan sepeda motor akan dilakukan keesokan harinya, 26 Maret 2025.
SHUTTERSTOCK/ODUA IMAGES Ilustrasi mudik, mudik dengan bus.
Untuk arus balik, pengangkutan sepeda motor akan berlangsung pada 4 April 2025 dari lima terminal di kota asal.
Ahmad Yani menegaskan bahwa program ini bertujuan mengurangi risiko kecelakaan akibat penggunaan sepeda motor untuk perjalanan jarak jauh.
Oleh karena itu, masyarakat diimbau untuk memanfaatkan layanan mudik gratis ini dan hanya mendaftar di satu program untuk menghindari duplikasi data.
Baca juga: Ada 400 Tiket Mudik Gratis KAI untuk Lebaran 2025, Ini Syaratnya
“Pemerintah hadir untuk membantu masyarakat dalam menyambung silaturahmi dengan keluarga di kampung halaman saat Idul Fitri,"" kata dia dalam rilis yang Kompas.com terima, Minggu (9/3/2025)
Pihaknya berharap program ini dimanfaatkan dengan baik dan juga mengapresiasi pihak swasta serta kementerian/lembaga lain yang turut berpartisipasi dalam penyelenggaraan mudik gratis.",10/03/2025,Hotel Story,https://travel.kompas.com/read/2025/03/10/055604627/mudik-gratis-kemenhub-lebaran-2025-ada-520-bus
Jadwal Keberangkatan Whoosh Mepet Maghrib Jadi Favorit Saat Ramadhan,"JAKARTA, KOMPAS.com - Pola perjalanan penumpang Whoosh selama Ramadhan berbeda dibandingkan dengan hari biasa. Jadwal keberangkatan mendekati Maghrib, paling diminati penumpang.
""Jadi yang dari arah Jakarta itu ramainya sampai menjelang Maghrib. Setelah Maghrib, agak berkurang,"" kata Manager Corporate Communication KCIC Emir Monti saat ditemui media usai buka bersama KAI, Jumat (8/3/2025).
""Kalau keberangkatan Whoosh dari Bandung ramai setelah Maghrib ramai, sebelum Maghrib juga ramai,"" sambung dia.
Baca juga: Jembatan Gantung Terpanjang Dunia di Bogor yang Kini Disegel
Dari Stasiun Halim Jakarta, keberangkatan kereta Whoosh pertama tersedia pukul 06.25 WIB menjadi jadwal favorit.
Sementara untuk sore hari, banyak yang memilih keberangkatan kereta Whoosh antara pukul 16.00 WIB hingga 17.25 WIB.
Sebaliknya, penumpang rute perjalanan dari wilayah Bandung lebih banyak memilih jadwal keberangkatan pagi pukul 06.05-07.05 WIB dan malam pukul 20.35-21.25 WIB.
Baca juga: Kereta Sancaka Utara Gunakan Kereta Ekonomi New Generation Modifikasi
Lebih lanjut, Emir menuturkan bahwa okupansi Whoosh pada jadwal keberangkatan favorit, mencapai 100 persen.
Kompas.com/Krisda Tiofani Manager Corporate Communication KCIC Emir Monti saat acara buka bersama KAI di Jakarta, Jumat (7/3/2025).
""Kalau okupansi rata-ratanya mungkin sekitar 60-70 persen karena kepadatannya terpecah dengan banyaknya jadwal,"" ujar Emir.
Selama Ramadhan, Whoosh akan mengakomodasi kebutuhan penumpang yang berpuasa, seperti memberikan pengumuman pada saat waktu berbuka tiba dan memperbolehkan penumpang untuk makan dan minum di dalam kereta.
Penumpang Whoosh yang berbuka puasa di dalam kereta wajib menjaga kebersihan dengan membuang sampah bekas makan atau minum pada tempatnya.
Baca juga: Ngabuburit di Museum Seni Rupa dan Keramik Jakarta
Whoosh juga bersiap menyambut peningkatan penumpang yang diprediksi terjadi mulai masa libur sekolah atau libur bersama, serta kebijakan work from anywhere (WFA) yang ditetapkan pemerintah.
Untuk diketahui, saat ini Whoosh melayani 62 perjalanan reguler setiap hari. Naik sekitar 55 persen dibandingkan pada 2024.
""Tahun lalu itu ada 42 perjalanan reguler dan 12 perjalanan tambahan. Mulai Februari 2025 ada 62 jadwal per hari dengan kapasitas 37.000 tempat duduk per hari,"" pungkas Emir.
Baca juga: KAI Diskon 20 Persen Tiket Kereta ke Bandung, Catat Jadwal Keberangkatannya
A post shared by Kompas.com (@kompascom)",10/03/2025,Travel News,https://travel.kompas.com/read/2025/03/10/050500727/jadwal-keberangkatan-whoosh-mepet-maghrib-jadi-favorit-saat-ramadhan-
